1.993000000000000105e+00,4.317999999999999616e+00,7.307999999999999829e+00,1.073000000000000043e+01,1.491999999999999993e+01,1.242999999999999972e+01,2.841000000000000014e+01,9.615999999999999659e+00,8.064999999999999503e+00
1.407999999999999918e+00,2.505999999999999783e+00,4.352000000000000313e+00,5.137999999999999901e+00,8.949999999999999289e+00,7.737000000000000099e+00,2.532000000000000028e+01,7.868000000000000327e+00,5.881999999999999673e+00
1.375000000000000000e+00,2.432999999999999829e+00,4.399000000000000021e+00,5.137999999999999901e+00,8.689999999999999503e+00,7.737000000000000099e+00,2.532000000000000028e+01,7.828999999999999737e+00,5.881999999999999673e+00
1.336999999999999966e+00,2.246999999999999886e+00,3.242999999999999883e+00,5.137999999999999901e+00,7.887999999999999901e+00,7.328000000000000291e+00,2.073000000000000043e+01,7.919999999999999929e+00,5.881999999999999673e+00
1.344000000000000083e+00,2.023000000000000131e+00,3.313000000000000167e+00,5.137999999999999901e+00,6.291999999999999815e+00,7.253999999999999559e+00,2.064999999999999858e+01,6.014000000000000234e+00,5.881999999999999673e+00
1.264000000000000012e+00,1.877000000000000002e+00,3.029999999999999805e+00,5.128999999999999559e+00,5.548000000000000043e+00,5.306000000000000050e+00,2.055999999999999872e+01,6.049999999999999822e+00,5.881999999999999673e+00
1.211999999999999966e+00,1.725000000000000089e+00,2.580999999999999961e+00,3.666999999999999815e+00,5.192000000000000171e+00,5.105000000000000426e+00,2.042999999999999972e+01,5.785999999999999588e+00,3.947000000000000064e+00
1.153000000000000025e+00,1.566999999999999948e+00,2.169000000000000039e+00,2.958000000000000185e+00,3.823999999999999844e+00,4.588000000000000078e+00,1.492999999999999972e+01,4.100999999999999979e+00,3.947000000000000064e+00
1.108000000000000096e+00,1.411000000000000032e+00,1.745999999999999996e+00,2.145000000000000018e+00,3.251999999999999780e+00,3.100999999999999979e+00,1.475999999999999979e+01,3.758999999999999897e+00,2.511000000000000121e+00
1.052000000000000046e+00,1.197000000000000064e+00,1.258000000000000007e+00,1.522999999999999909e+00,1.790999999999999925e+00,1.937000000000000055e+00,7.785000000000000142e+00,2.495000000000000107e+00,1.883000000000000007e+00
1.028999999999999915e+00,1.092000000000000082e+00,1.149000000000000021e+00,1.207000000000000073e+00,1.276000000000000023e+00,1.419999999999999929e+00,4.379999999999999893e+00,1.717000000000000082e+00,1.247000000000000108e+00
1.008999999999999897e+00,1.042999999999999927e+00,1.086000000000000076e+00,1.100999999999999979e+00,1.179000000000000048e+00,1.266999999999999904e+00,3.910000000000000142e+00,1.550999999999999934e+00,1.270999999999999908e+00
1.008999999999999897e+00,1.024000000000000021e+00,1.058999999999999941e+00,1.094000000000000083e+00,1.137999999999999901e+00,1.153999999999999915e+00,3.088000000000000078e+00,1.431999999999999940e+00,1.137999999999999901e+00
1.008000000000000007e+00,1.022999999999999909e+00,1.024999999999999911e+00,1.028000000000000025e+00,1.072999999999999954e+00,1.149000000000000021e+00,2.601999999999999869e+00,1.379999999999999893e+00,1.110000000000000098e+00
1.004999999999999893e+00,1.016000000000000014e+00,1.016999999999999904e+00,1.020999999999999908e+00,1.038000000000000034e+00,1.050999999999999934e+00,2.331999999999999851e+00,1.310999999999999943e+00,1.080000000000000071e+00
1.004999999999999893e+00,1.008000000000000007e+00,1.018000000000000016e+00,1.038999999999999924e+00,1.058999999999999941e+00,1.072999999999999954e+00,2.049999999999999822e+00,1.179000000000000048e+00,1.000999999999999890e+00
1.004999999999999893e+00,1.008000000000000007e+00,1.010000000000000009e+00,1.012999999999999901e+00,1.020999999999999908e+00,1.034999999999999920e+00,1.622999999999999998e+00,1.137000000000000011e+00,1.016000000000000014e+00
1.002999999999999892e+00,1.008999999999999897e+00,1.008999999999999897e+00,1.010999999999999899e+00,1.016000000000000014e+00,1.012999999999999901e+00,1.280999999999999917e+00,1.058000000000000052e+00,1.014999999999999902e+00
